form	lemma	POS	morph
དབུ་	དབུ་	NOUN
འི་	གི་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
གཉིས་	གཉིས་	NUM
དབུ་	དབུ་	NOUN
གཙང་པ་	གཙང་པ་	PROPN
ལ་	ལ་	PART
སྟག་	སྟག་	NOUN
སྐོར་	སྐོར་	NOUN
ན་	ནས་	PART
གལ་	གལ་	ADV
།		PUNCT
ཁྲུམས་	ཁྲུམས་	NO_POS
ཞིག་	ཅིག་	PART
ན་	ནས་	PART
ལོ་	གོ་	PART
ཤ་	ཤ་	DET
ནན་	ནན་	NOUN
ལྟ་	ལྟ་	OTHER
སྦྱོང་བ་	སྦྱོང་བ་	VERB
ལ་	ལ་	PART
།		PUNCT
ཐོང་	ཐོང་	VERB
ཇི་	ཇི་	NO_POS
སླེབ་	སླེབ་	NO_POS
ན་	ནས་	PART
།		PUNCT
ག་རེ་	ག་རེ་	PRON
གོ་ས་	གོ་ས་	NOUN
འི་	གི་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
གཉིས་པོ་	གཉིས་པོ་	NUM
སྔར་བཞིན་	སྔར་བཞིན་	NO_POS
མདོ་སྟོད་པ་	མདོ་སྟོད་པ་	NO_POS
རང་	རང་	PRON
ལ་	ལ་	PART
ཁེལ་བ་	ཁེལ་བ་	VERB
ས་	གིས་	PART
།		PUNCT
ཐོང་	ཐོང་	VERB
ཛི་	ཛི་	NO_POS
ཨི་	ཨི་	NO_POS
ཇི་	ཇི་	NO_POS
ལག་	ལག་	NOUN
དེ་ཡང་	དེ་ཡང་	ADV
དབུ་	དབུ་	NOUN
གཙང་	གཙང་	PROPN
ལ་	ལ་	PART
དྲིན་	དྲིན་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
ར་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ར་	ལ་	PART
གད་	གདའ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཧོར་	ཧོར་	PROPN
སེ་	སེ་	NO_POS
ཆེན་	ཆེན་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
དུས་	དུས་	NOUN
།		PUNCT
བོད་	བོད་	PROPN
ཁམས་	ཁམས་	NOUN
བྱིངས་པོ་	བྱིངས་པོ་	NOUN
ལ་	ལ་	PART
མི་	མི་	PART
བརྩི་	བརྩི་	NO_POS
དུད་གྲངས་	དུད་གྲངས་	NO_POS
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
།		PUNCT
མདོ་སྨད་	མདོ་སྨད་	OTHER
ན་	ནས་	PART
ཡ་	ཡ་	OTHER
རྩིས་པ་	རྩིས་པ་	VERB
ར་	ལ་	PART
འདུག་པ་	འདུག་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ག་	ག་	PRON
ཆུ་རབ་	ཆུ་རབ་	NO_POS
ཁ་	ཁ་	PRON
ན་	ནས་	PART
།		PUNCT
ནང་སོ་	ནང་སོ་	NO_POS
ལ་	ལ་	PART
གཏོགས་པ་	གཏོགས་པ་	VERB
འི་	གི་	PART
གཞི་	གཞི་	NOUN
ས་	གིས་	PART
དང་	དང་	NO_POS
།		PUNCT
གྱང་	གྱང་	NOUN
གི་	གི་	PART
རྩ་	རྩ་	NUM
དང་	དང་	NO_POS
།		PUNCT
བླ་བ་	བླ་བ་	NOUN
འཁར་	འཁར་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
འོག་	འོག་	NOUN
ན་	ལ་	PART
དེམ་	དེམ་	NO_POS
ཁང་གཞི་	ཁང་གཞི་	NOUN
ས་	གིས་	PART
བྱ་བ་	བྱ་བ་	VERB
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
བླ་མ་	བླ་མ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
ས་	ས་	ADP
ཕུད་	ཕུད་	NO_POS
དུ་	ལ་	PART
ལུང་	ལུང་	NOUN
གི་	གི་	PART
ཕུལ་	ཕུལ་	VERB
ན་	ནས་	PART
།		PUNCT
གན་	གན་	NOUN
འཇམ་	འཇམ་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
རྒྱ་བོད་	རྒྱ་བོད་	PROPN
ཀྱི་	གི་	PART
ཁྲལ་	ཁྲལ་	NOUN
དུད་	དུད་	NO_POS
གང་ཡང་	གང་ཡང་	NO_POS
མི་	མི་	PART
འཁྲི་བ་	འཁྲི་བ་	VERB
།		PUNCT
གཙང་མ་	གཙང་མ་	ADJ
ར་	ལ་	PART
ཡོད་པ་	ཡོད་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
ཧོར་	ཧོར་	PROPN
སོན་	སོན་	VERB
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
འི་	གི་	PART
ས་	ས་	ADP
ཡིན་	ཡིན་	NO_POS
ཟེར་བ་	ཟེར་བ་	VERB
ར་	ལ་	PART
འདུག་	འདུག་	VERB
ཧོར་	ཧོར་	PROPN
དང་	དང་	NO_POS
ས་སྐྱ་བ་	ས་སྐྱ་བ་	PROPN
ཡོན་མཆོད་	ཡོན་མཆོད་	NO_POS
དུ་	ལ་	PART
འབྲེལ་	འབྲེལ་	VERB
ན་	ནས་	PART
།		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
རྒྱ་ནག་	རྒྱ་ནག་	PROPN
ཏ་	ཏ་	OTHER
འི་	གི་	PART
ཏུའི་		NON_WORD
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
དུ་	ལ་	PART
ཐེངས་	ཐེངས་	NOUN
གསུམ་	གསུམ་	NUM
བྱོན་	བྱོན་	VERB
།		PUNCT
གོང་མ་	གོང་མ་	ADJ
སེ་	སེ་	NO_POS
ཆེན་	ཆེན་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
སྲ་	སྲ་	NOUN
བཅའ་	བཅའ་	VERB
ལ་	ལ་	PART
།		PUNCT
ས་སྐྱ་བ་	ས་སྐྱ་བ་	PROPN
འི་	གི་	PART
ཁྱད་ཆོས་	ཁྱད་ཆོས་	NOUN
།		PUNCT
རྒྱུད་	རྒྱུད་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
དབང་	དབང་	NOUN
མོ་	གོ་	PART
ཆེ་	ཆེ་	VERB
ཚ་	ཚ་	VERB
གསུམ་	གསུམ་	NUM
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
དབང་ཡོན་	དབང་ཡོན་	NOUN
སྔ་མ་	སྔ་མ་	ADJ
ལ་	ལ་	PART
།		PUNCT
དབུ་	དབུ་	NOUN
གཙང་	གཙང་	PROPN
གི་	གི་	PART
ཁྲི་སྐོར་	ཁྲི་སྐོར་	NO_POS
བཅུ་གསུམ་	བཅུ་གསུམ་	NO_POS
ཕུལ་བ་	ཕུལ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
མངའ་རིས་	མངའ་རིས་	PROPN
རྫོང་	རྫོང་	NOUN
ཁ་	ཁ་	PRON
འི་	གི་	PART
འོག་	འོག་	NOUN
གི་	གི་	PART
གླཽ་		NON_WORD
དོལ་རྫོང་	དོལ་རྫོང་	NO_POS
གསུམ་	གསུམ་	NUM
ཁྲི་སྐོར་	ཁྲི་སྐོར་	NO_POS
གཅིག་	གཅིག་	NUM
ལ་སྟོད་	ལ་སྟོད་	PROPN
ལྷོ་	ལྷོ་	NOUN
བྱང་	བྱང་	NOUN
།		PUNCT
ཆུ་	ཆུ་	NOUN
ཞལ་	ཞལ་	NOUN
རྣམས་	རྣམས་	DET
རེ་རེ་	རེ་རེ་	DET
བགྲངས་པ་	བགྲངས་པ་	NON_WORD
ཁྲི་སྐོར་	ཁྲི་སྐོར་	NO_POS
བཞི་	བཞི་	NUM
།		PUNCT
སྦྲ་	སྦྲ་	NOUN
བེར་	བེར་	NOUN
ཁྱུང་	ཁྱུང་	NOUN
གསུམ་	གསུམ་	NUM
ཁྲི་	ཁྲི་	NUM
གཅིག་	གཅིག་	NUM
།		PUNCT
ཡར་འབྲོག་	ཡར་འབྲོག་	NOUN
ཚལ་པ་	ཚལ་པ་	NOUN
ཁྲི་སྐོར་	ཁྲི་སྐོར་	NO_POS
གཉིས་	གཉིས་	NUM
། །		PUNCT
རྒྱ་	རྒྱ་	NOUN
འབྲི་	འབྲི་	VERB
གཡའ་	གཡའ་	NOUN
ཕག་	ཕག་	NOUN
ཁྲི་སྐོར་	ཁྲི་སྐོར་	NO_POS
བཞི་	བཞི་	NUM
། །		PUNCT
ཟུར་	ཟུར་	NOUN
ན་	ནས་	PART
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
གཅིག་	གཅིག་	NUM
བྱུང་བ་	བྱུང་བ་	VERB
། །		PUNCT
བྱ་ཡུལ་	བྱ་ཡུལ་	VERB
ཧོར་དུད་	ཧོར་དུད་	NO_POS
སྟོང་ཕྲག་	སྟོང་ཕྲག་	OTHER
གཅིག་	གཅིག་	NUM
།		PUNCT
འབྲུག་པ་	འབྲུག་པ་	OTHER
ཧོར་དུད་	ཧོར་དུད་	NO_POS
དགུ་	དགུ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
"།

།"		PUNCT
སྟོང་	སྟོང་	NUM
དང་	དང་	NO_POS
དགུ་	དགུ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཕྱེད་	ཕྱེད་	NUM
ཁྱེ་	ཁྱེ་	VERB
དུ་	ལ་	PART
།		PUNCT
ཁྲི་སྐོར་	ཁྲི་སྐོར་	NO_POS
གཅིག་	གཅིག་	NUM
གི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
བསྒྲུབས་	བསྒྲུབས་	VERB
། །		PUNCT
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
དྲིལ་བ་	དྲིལ་བ་	VERB
ས་	གིས་	PART
བཅུ་གསུམ་	བཅུ་གསུམ་	NO_POS
ཚང་	ཚང་	VERB
།།		PUNCT
དབང་ཡོན་	དབང་ཡོན་	NOUN
བར་མ་	བར་མ་	ADJ
ལ་	ལ་	PART
།		PUNCT
བོད་	བོད་	PROPN
ཆོལ་ཁ་	ཆོལ་ཁ་	NO_POS
གསུམ་	གསུམ་	NUM
ཕུལ་བ་	ཕུལ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
མངའ་རིས་	མངའ་རིས་	PROPN
གུང་	གུང་	ADV
ཐང་	ཐང་	NOUN
ན་	ནས་	PART
།		PUNCT
སོག་	སོག་	VERB
ལ་	ལ་	PART
སྐྱ་བོ་	སྐྱ་བོ་	ADJ
ཡན་	ཡན་	ADV
དམ་པ་	དམ་པ་	VERB
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཆོལ་ཁ་	ཆོལ་ཁ་	NO_POS
།		PUNCT
སོག་	སོག་	VERB
ལ་	ལ་	PART
སྐྱ་བོ་	སྐྱ་བོ་	ADJ
ན་	ནས་	PART
རྨ་ཆུ་	རྨ་ཆུ་	OTHER
ཁུག་པ་	ཁུག་པ་	VERB
ཡན་	ཡན་	ADV
།		PUNCT
མགོ་ནག་	མགོ་ནག་	NO_POS
མི་	མི་	PART
འི་	གི་	PART
ཆོལ་ཁ་	ཆོལ་ཁ་	NO_POS
།		PUNCT
རྨ་ཆུ་	རྨ་ཆུ་	OTHER
ཁུག་པ་	ཁུག་པ་	VERB
མན་	མན་	OTHER
།		PUNCT
རྒྱ་	རྒྱ་	NOUN
མཆོད་རྟེན་	མཆོད་རྟེན་	NOUN
དཀར་པོ་	དཀར་པོ་	ADJ
ཡན་	ཡན་	ADV
།		PUNCT
དུད་འགྲོ་	དུད་འགྲོ་	NOUN
རྟ་	རྟ་	NOUN
འི་	གི་	PART
ཆོལ་ཁ་	ཆོལ་ཁ་	NO_POS
དང་	དང་	NO_POS
གསུམ་	གསུམ་	NUM
ཡོད་	ཡོད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
མི་	མི་	PART
རྟ་	རྟ་	NOUN
ཆོ་	ཆོ་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
འབུལ་བ་	འབུལ་བ་	VERB
འི་	གི་	PART
ལུགས་	ལུགས་	NOUN
སུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
།		PUNCT
ཕུལ་བ་	ཕུལ་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
འདུག་	འདུག་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
ཆོལ་ཁ་	ཆོལ་ཁ་	NO_POS
རེ་	རེ་	DET
ལ་	ལ་	PART
དཔོན་	དཔོན་	NOUN
ཆེན་	ཆེན་	NO_POS
རེ་རེ་	རེ་རེ་	DET
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཡོན་མཆོད་	ཡོན་མཆོད་	NO_POS
བཀའ་གྲོས་	བཀའ་གྲོས་	NOUN
སུ་	ལ་	PART
བསྟུན་	བསྟུན་	NO_POS
ན་	ནས་	PART
བསྐོ་བ་	བསྐོ་བ་	NO_POS
ར་	ལ་	PART
མཛད་	མཛད་	VERB
འདུགདབང་		NON_WORD
ཡོན་	ཡོན་	NOUN
རྟིང་མ་	རྟིང་མ་	NO_POS
ལ་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
བཞིན་	བཞིན་	NOUN
།		PUNCT
རྒྱ་	རྒྱ་	NOUN
འི་	གི་	PART
ཡུར་མ་	ཡུར་མ་	NOUN
ཆེན་	ཆེན་	NO_POS
མོ་	གོ་	PART
ཕུལ་	ཕུལ་	VERB
ན་	ནས་	PART
།		PUNCT
རྒྱ་མི་	རྒྱ་མི་	NO_POS
ཁྲི་	ཁྲི་	NUM
ཁྲག་	ཁྲག་	NOUN
མང་པོ་	མང་པོ་	ADJ
སྲོག་ཐར་	སྲོག་ཐར་	NO_POS
དུ་	ལ་	PART
བཅུག་	བཅུག་	VERB
དེ་དུས་	དེ་དུས་	PRON
བླ་མ་	བླ་མ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ས་	གིས་	PART
བསྔོ་བ་	བསྔོ་བ་	VERB
སྨོན་ལམ་	སྨོན་ལམ་	NOUN
འདི་ལྟར་	འདི་ལྟར་	NO_POS
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
། །		PUNCT
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
ཁམས་	ཁམས་	NOUN
ནི་	ནི་	NO_POS
ཁྲག་	ཁྲག་	NOUN
གི་	གི་	PART
མདོག་	མདོག་	NOUN
ལྟ་	ལྟ་	OTHER
དམར་	དམར་	VERB
།།		PUNCT
རྐང་	རྐང་	NOUN
ལེབ་	ལེབ་	NO_POS
རོ་	རོ་	NOUN
ཡི་	གིས་	PART
ཕྱི་	ཕྱི་	NOUN
ཡི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
གང་	གང་	NO_POS
། །		PUNCT
འདི་འདྲ་	འདི་འདྲ་	NO_POS
བཅད་པ་	བཅད་པ་	VERB
འི་	གི་	PART
དགེ་བ་	དགེ་བ་	VERB
གང་དེ་	གང་དེ་	NO_POS
ཡི་	གིས་	PART
།།		PUNCT
མཁྱེན་རབ་	མཁྱེན་རབ་	NOUN
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
ཐུགས་དགོངས་	ཐུགས་དགོངས་	NOUN
རྫོགས་	རྫོགས་	VERB
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
། །		PUNCT
ཕན་བདེ་	ཕན་བདེ་	OTHER
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
རབ་ཏུ་	རབ་ཏུ་	NO_POS
ད་	ད་	NOUN
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
། །		PUNCT
མི་དབང་	མི་དབང་	OTHER
སྐུ་ཚེ་	སྐུ་ཚེ་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
བརྟན་	བརྟན་	VERB
ཕྱི་	ཕྱི་	OTHER
བསྔོ་	བསྔོ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
ཤིང་	ཅིང་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
དང་	དང་	NO_POS
འགྲོ་བ་	འགྲོ་བ་	VERB
སེམས་ཅན་	སེམས་ཅན་	NOUN
གྱི་	གི་	PART
དོན་	དོན་	NOUN
ལ་	ལ་	PART
ཕན་པ་	ཕན་པ་	VERB
རྒྱ་ཆེན་པོ་	རྒྱ་ཆེན་པོ་	ADJ
མཛད་པ་	མཛད་པ་	VERB
ར་	ལ་	PART
གད་	གདའ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གོང་མ་	གོང་མ་	ADJ
སེ་	སེ་	NO_POS
ཆེན་	ཆེན་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
གཉིས་	གཉིས་	NUM
ཐུགས་	ཐུགས་	NOUN
སོ་	གོ་	PART
བསོད་	བསོད་	NO_POS
འབེལ་གཏམ་	འབེལ་གཏམ་	NOUN
གླེང་བ་	གླེང་བ་	VERB
འི་	གི་	PART
སྐབས་	སྐབས་	NOUN
ན་	ལ་	PART
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ས་	གིས་	PART
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
ཇིང་		NON_WORD
གིར་		NON_WORD
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ས་	གིས་	PART
རྒྱལ་ཁམས་	རྒྱལ་ཁམས་	NOUN
བྱིངས་པོ་	བྱིངས་པོ་	NOUN
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
སྐབས་	སྐབས་	NOUN
ན་	ལ་	PART
།		PUNCT
ངེད་	ངེད་	PRON
ཀྱི་	གི་	PART
རྒྱལ་ཁམས་	རྒྱལ་ཁམས་	NOUN
ཆོས་པ་	ཆོས་པ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འཇགས་	འཇགས་	NO_POS
སུ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
ཡང་	ཀྱང་	PART
།		PUNCT
ཤེད་མོང་	ཤེད་མོང་	NO_POS
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
གདབས་པ་	གདབས་པ་	NON_WORD
ས་	གིས་	PART
།		PUNCT
ཧོར་	ཧོར་	PROPN
ཀྱི་	གི་	PART
དམག་	དམག་	NOUN
མི་	མི་	PART
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
།		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
ཟས་ནོར་	ཟས་ནོར་	NOUN
གྱི་	གི་	PART
སྟོབས་ཞན་པ་	སྟོབས་ཞན་པ་	NO_POS
ས་	གིས་	PART
།		PUNCT
ཤེད་མོང་	ཤེད་མོང་	NO_POS
སྣོན་པ་	སྣོན་པ་	NO_POS
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
དང་	དང་	NO_POS
ཆོས་ཕྱོགས་	ཆོས་ཕྱོགས་	NO_POS
ཇི་ལྟ་		
བྱ་	བྱ་	VERB
ན་	ལ་	PART
འཐད་	འཐད་	VERB
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
ཞལ་ཏ་	ཞལ་ཏ་	NOUN
།		PUNCT
ཁྱེད་	ཁྱེད་	PRON
རང་	རང་	PRON
ལ་	ལ་	PART
ཡོད་པ་	ཡོད་པ་	VERB
འི་	གི་	PART
མཛོད་	མཛོད་	NOUN
ཀྱི་	གི་	PART
ཆ་	ཆ་	NOUN
རྐྱེན་	རྐྱེན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དམག་	དམག་	NOUN
མི་	མི་	PART
རེས་་	རེས་པ་	NOUN
འི་	གི་	PART
གྲངས་	གྲངས་	NOUN
ལོངས་	ལོངས་	VERB
ལ་	ལ་	PART
།		PUNCT
ལོ་	གོ་	PART
འག་	འགའ་	DET
འི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	PART
གཞི་	གཞི་	NOUN
བཅའ་	བཅའ་	VERB
ཀྱིས་	གིས་	PART
ལྟོ་གོས་	ལྟོ་གོས་	NOUN
འཚོ་བ་	འཚོ་བ་	VERB
འི་	གི་	PART
གནང་སྦྱིན་	གནང་སྦྱིན་	NO_POS
བྱེད་པ་	བྱེད་པ་	VERB
ར་	ལ་	PART
འོ་	འོ་	VERB
གསུང་བ་	གསུང་བ་	VERB
བྱུང་	བྱུང་	VERB
ན་	ནས་	PART
དེ་བཞིན་	དེ་བཞིན་	OTHER
བྱས་པ་	བྱས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
དམག་	དམག་	NOUN
མི་ལ་	མི་ལ་	PROPN
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ཧོར་	ཧོར་	PROPN
དམག་	དམག་	NOUN
ཁྲི་	ཁྲི་	NUM
ཚོ་	ཚོ་	DET
ལྔ་	ལྔ་	NUM
བཅུ་	བཅུ་	NUM
དང་	དང་	NO_POS
།		PUNCT
རེས་་	རེས་པ་	NOUN
ཡང་	ཀྱང་	PART
ཚན་ཆེ་བ་	ཚན་ཆེ་བ་	NO_POS
ར་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ལ་	ལ་	PART
།		PUNCT
གནང་སྦྱིན་	གནང་སྦྱིན་	NO_POS
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
ཆ་	ཆ་	NOUN
རྐྱེན་	རྐྱེན་	NOUN
མ་	མ་	PART
ལྡང་	ལྡང་	NO_POS
བྱུང་པ་	བྱུང་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཡང་	ཀྱང་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
གསུངས་	གསུངས་	VERB
ན་	ནས་	PART
།		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
ཆ་	ཆ་	NOUN
རྐྱེན་	རྐྱེན་	NOUN
གྱི་	གི་	PART
མ་	མ་	PART
ལྕོག་	ལྕོག་	VERB
བྱུང་བ་	བྱུང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
ཧོར་	ཧོར་	PROPN
ཡུལ་	ཡུལ་	NOUN
གྱི་	གི་	PART
ལྷོ་ཕྱོགས་	ལྷོ་ཕྱོགས་	NOUN
ན་	ལ་	PART
།		PUNCT
སྨན་	སྨན་	NOUN
ཚེ་	ཚེ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
འོག་	འོག་	NOUN
ན་	ལ་	PART
མི་སྡེ་	མི་སྡེ་	NO_POS
ཕྱུག་པོ་	ཕྱུག་པོ་	ADJ
ཡོད་པ་	ཡོད་པ་	VERB
ར་	ལ་	PART
འདུགདེ་		NON_WORD
རང་	རང་	PRON
གི་	གི་	PART
དམག་	དམག་	NOUN
གིས་	གིས་	PART
བླངས་	བླངས་	VERB
ན་	ནས་	PART
།		PUNCT
བུ་རྟ་	བུ་རྟ་	NO_POS
འི་	གི་	PART
ཤེད་མོང་	ཤེད་མོང་	NO_POS
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ན་	ལ་	PART
ཨེ་	ཨེ་	PART
འཐད་	འཐད་	VERB
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
ཞལ་	ཞལ་	NOUN
ན་	ནས་	PART
།		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
ཁྱེད་	ཁྱེད་	PRON
ལ་དོན་	ལ་དོན་	OTHER
ཆེན་པོ་	ཆེན་པོ་	ADJ
འདི་	འདི་	DET
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
འི་	གི་	PART
མི་	མི་	PART
མི་སྣང་བ་	མི་སྣང་བ་	NO_POS
ས་	གིས་	PART
མ་	མ་	PART
རིངས་	རིངས་	VERB
།		PUNCT
ངེད་	ངེད་	PRON
ཀྱིས་	གིས་	PART
བརྟག་པ་	བརྟག་པ་	VERB
བྱེད་	བྱེད་	VERB
གསུངས་	གསུངས་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་ལོ་	ཕྱི་ལོ་	OTHER
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
གཅུང་པོ་	གཅུང་པོ་	NOUN
ཨེ་	ཨེ་	PART
ཆེན་	ཆེན་	NO_POS
ཧུ་	ཧུ་	NO_POS
ལ་	ལ་	PART
ཧུས་		NON_WORD
།		PUNCT
གོང་མ་	གོང་མ་	ADJ
ལ་	ལ་	PART
གདབ་	གདབ་	NO_POS
ནོར་	ནོར་	NOUN
ལོ་གསར་	ལོ་གསར་	NOUN
སྐྱེལ་བ་	སྐྱེལ་བ་	VERB
ལ་	ལ་	PART
ཁོང་	ཁོང་	PRON
གི་	གི་	PART
མི་དཔོན་བ་	མི་དཔོན་བ་	NO_POS
ཡན་	ཡན་	ADV
ཟེར་བ་	ཟེར་བ་	VERB
ས་	གིས་	PART
འགོ་	འགོ་	NO_POS
བྱ་	བྱ་	VERB
།		PUNCT
འུ་ལག་	འུ་ལག་	NO_POS
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཙམ་	ཙམ་	DET
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཡོང་བ་	ཡོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
དུ་	ལ་	PART
།		PUNCT
ཨུ་	ཨུ་	NO_POS
ལུག་	ལུག་	NOUN
ནོན་	ནོན་	VERB
ཡོན་	ཡོན་	NOUN
བྱ་བ་	བྱ་བ་	VERB
།		PUNCT
རི་དྭགས་	རི་དྭགས་	NOUN
ལ་	ལ་	PART
ཡོང་	ཡོང་	NO_POS
།		PUNCT
ནམ་	གམ་	PART
ལ་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
འཕྲད་	འཕྲད་	VERB
།		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཟུགས་བཟང་བ་	གཟུགས་བཟང་བ་	NO_POS
འི་	གི་	PART
མི་དཔོན་	མི་དཔོན་	NO_POS
